Specification,NumRepairs,MinNumVariables,Repaired
HumanoidLTLVar3_872_Humanoid_2,1,21,True
HumanoidLTL_460_Humanoid_1,1,2,True
HumanoidLTL_462_Humanoid_1,1,2,True
HumanoidLTL_533_Humanoid_1,1,2,True
HumanoidLTL_533_Humanoid_2,1,1,True
HumanoidLTL_556_Humanoid_1,1,5,True
HumanoidLTL_556_Humanoid_2,1,6,True
HumanoidLTL_743_Humanoid_1,1,15,True
HumanoidLTL_743_Humanoid_2,1,15,True
HumanoidLTL_747_Humanoid_1,1,7,True
HumanoidLTL_747_Humanoid_2,1,15,True
HumanoidLTL_747_Humanoid_3,1,15,True
HumanoidLTL_750_Humanoid_1,1,11,True
HumanoidLTL_750_Humanoid_2,1,15,True
HumanoidLTL_776_Humanoid_1,1,11,True
HumanoidLTL_776_Humanoid_2,1,21,True
HumanoidLTL_776_Humanoid_3,1,3,True
HumanoidLTL_776_Humanoid_4,1,3,True
HumanoidLTL_776_Humanoid_5,1,3,True
HumanoidLTL_874_Humanoid_1,1,11,True
HumanoidLTL_874_Humanoid_2,1,21,True
HumanoidLTL_874_Humanoid_3,1,3,True
HumanoidLTL_874_Humanoid_4,1,3,True
HumanoidLTL_874_Humanoid_5,1,3,True
PCarLTL_Unrealizable_V_20_882_PCar_fixed_1,1,13,True
PCarLTL_V_10_866_PCar_fixed_1,0,0,False
PCarLTL_V_10_866_PCar_fixed_2,0,0,False
PCarLTL_V_10_866_PCar_fixed_3,1,21,True
PCarLTL_V_10_866_PCar_fixed_4,0,0,False
PCarLTL_V_20_868_PCar_fixed_1,0,0,False
PCarLTL_V_20_868_PCar_fixed_2,0,0,False
PcarLTL_394_PCar_1,1,4,True
PcarLTL_463_PCar_1,1,4,True
PcarLTL_464_PCar_fixed_1,1,5,True
PcarLTL_552_PCar_1,1,14,True
PcarLTL_553_PCar_1,1,14,True
PcarLTL_758_PCar_fixed_1,1,15,True
PcarLTL_758_PCar_fixed_2,1,14,True
PcarLTL_763_PCar_fixed_1,1,13,True
PcarLTL_811_PCar_fixed_1,0,0,False
PcarLTL_811_PCar_fixed_2,0,0,False
PcarLTL_811_PCar_fixed_3,1,21,True
PcarLTL_811_PCar_fixed_4,0,0,False
PcarLTL_820_PCar_fixed_1,1,20,True
PcarLTL_820_PCar_fixed_2,1,2,True
PcarLTL_830_PCar_fixed_1,1,20,True
PcarLTL_830_PCar_fixed_2,1,2,True
PcarLTL_856_PCar_fixed_1,0,0,False
PcarLTL_856_PCar_fixed_2,0,0,False
PcarLTL_857_PCar_fixed_1,0,0,False
PcarLTL_857_PCar_fixed_2,0,0,False
PcarLTL_860_PCar_fixed_1,1,2,True
PcarLTL_860_PCar_fixed_2,1,24,True
