Specification,NumRepairs
HumanoidLTL_776_Humanoid_3,1
HumanoidLTL_776_Humanoid_4,1
HumanoidLTL_776_Humanoid_5,1
HumanoidLTL_874_Humanoid_1,1
HumanoidLTL_874_Humanoid_2,1
HumanoidLTL_874_Humanoid_3,1
HumanoidLTL_874_Humanoid_4,1
HumanoidLTL_874_Humanoid_5,1
PCarLTL_Unrealizable_V_20_882_PCar_fixed_1,1
PCarLTL_V_10_866_PCar_fixed_1,0
PCarLTL_V_10_866_PCar_fixed_2,0
PCarLTL_V_10_866_PCar_fixed_3,1
PCarLTL_V_10_866_PCar_fixed_4,0
PCarLTL_V_20_868_PCar_fixed_1,0
PCarLTL_V_20_868_PCar_fixed_2,0
PcarLTL_394_PCar_1,1
PcarLTL_463_PCar_1,1
PcarLTL_464_PCar_fixed_1,1
PcarLTL_552_PCar_1,1
PcarLTL_553_PCar_1,1
PcarLTL_758_PCar_fixed_1,1
PcarLTL_758_PCar_fixed_2,1
PcarLTL_763_PCar_fixed_1,1
PcarLTL_811_PCar_fixed_1,0
PcarLTL_811_PCar_fixed_2,0
PcarLTL_811_PCar_fixed_3,1
PcarLTL_811_PCar_fixed_4,0
PcarLTL_820_PCar_fixed_1,1
PcarLTL_820_PCar_fixed_2,1
PcarLTL_830_PCar_fixed_1,1
PcarLTL_830_PCar_fixed_2,1
PcarLTL_856_PCar_fixed_1,0
PcarLTL_856_PCar_fixed_2,0
PcarLTL_857_PCar_fixed_1,0
PcarLTL_857_PCar_fixed_2,0
PcarLTL_860_PCar_fixed_1,1
PcarLTL_860_PCar_fixed_2,1
