Specification,NumRepairs,MinNumVariables,Repaired
GyroLTLVar2_701_GyroAspect_fixed_2,0,0,False
GyroLTLVar2_701_GyroAspect_fixed_3,0,0,False
GyroLTLVar3_702_GyroAspect_1,1,6,True
GyroLTLVar3_702_GyroAspect_2,0,0,False
GyroLTLVar3_702_GyroAspect_3,0,0,False
GyroLTLVar3_702_GyroAspect_4,9,8,True
GyroLTLVar3_702_GyroAspect_5,14,5,True
GyroLTL_390_GyroAspect_1,10,5,True
GyroLTL_390_GyroAspect_2,12,3,True
GyroLTL_390_GyroAspect_3,7,7,True
GyroLTL_390_GyroAspect_4,1,5,True
GyroLTL_486_GyroAspect_1,9,8,True
GyroLTL_486_GyroAspect_2,12,5,True
GyroLTL_486_GyroAspect_3,7,9,True
GyroLTL_486_GyroAspect_4,1,9,True
GyroLTL_588_GyroAspect_1,26,13,True
GyroLTL_588_GyroAspect_2,10,8,True
GyroLTL_588_GyroAspect_3,13,12,True
GyroLTL_588_GyroAspect_4,1,11,True
GyroLTL_590_GyroAspect_1,26,7,True
GyroLTL_590_GyroAspect_2,0,0,False
GyroLTL_590_GyroAspect_3,0,0,False
GyroLTL_590_GyroAspect_4,1,10,True
GyroLTL_590_GyroAspect_5,26,7,True
GyroLTL_595_GyroAspect_fixed_1,1,15,True
GyroLTL_595_GyroAspect_fixed_2,0,0,False
GyroLTL_595_GyroAspect_fixed_3,8,20,True
GyroLTL_595_GyroAspect_fixed_4,12,18,True
GyroLTL_637_GyroAspect_fixed_1,0,0,False
GyroLTL_637_GyroAspect_fixed_2,8,11,True
GyroLTL_637_GyroAspect_fixed_3,5,12,True
GyroLTL_700_GyroAspect_fixed_1,0,0,False
GyroLTL_700_GyroAspect_fixed_2,8,11,True
GyroLTL_700_GyroAspect_fixed_3,5,12,True
HumanoidLTLVar3_872_Humanoid_1,0,0,False
HumanoidLTLVar3_872_Humanoid_2,0,0,False
HumanoidLTL_460_Humanoid_1,3,13,True
HumanoidLTL_462_Humanoid_1,3,16,True
HumanoidLTL_533_Humanoid_1,4,15,True
HumanoidLTL_533_Humanoid_2,2,12,True
HumanoidLTL_556_Humanoid_1,7,32,True
HumanoidLTL_556_Humanoid_2,9,28,True
HumanoidLTL_743_Humanoid_1,0,0,False
HumanoidLTL_743_Humanoid_2,8,34,True
HumanoidLTL_747_Humanoid_1,0,0,False
HumanoidLTL_747_Humanoid_2,0,0,False
HumanoidLTL_747_Humanoid_3,3,34,True
HumanoidLTL_750_Humanoid_1,0,0,False
HumanoidLTL_750_Humanoid_2,0,0,False
HumanoidLTL_776_Humanoid_1,0,0,False
HumanoidLTL_776_Humanoid_2,0,0,False
HumanoidLTL_776_Humanoid_3,0,0,False
HumanoidLTL_776_Humanoid_4,0,0,False
HumanoidLTL_776_Humanoid_5,0,0,False
HumanoidLTL_874_Humanoid_1,0,0,False
HumanoidLTL_874_Humanoid_2,0,0,False
HumanoidLTL_874_Humanoid_3,0,0,False
HumanoidLTL_874_Humanoid_4,0,0,False
HumanoidLTL_874_Humanoid_5,0,0,False
PCarLTL_Unrealizable_V_20_882_PCar_fixed_1,12,20,True
PCarLTL_V_10_866_PCar_fixed_1,0,0,False
PCarLTL_V_10_866_PCar_fixed_2,0,0,False
PCarLTL_V_10_866_PCar_fixed_3,7,27,True
PCarLTL_V_10_866_PCar_fixed_4,0,0,False
PCarLTL_V_20_868_PCar_fixed_1,0,0,False
PCarLTL_V_20_868_PCar_fixed_2,0,0,False
PcarLTL_394_PCar_1,21,4,True
PcarLTL_463_PCar_1,21,4,True
PcarLTL_464_PCar_fixed_1,23,8,True
PcarLTL_552_PCar_1,3,24,True
PcarLTL_553_PCar_1,3,24,True
PcarLTL_758_PCar_fixed_1,1,18,True
PcarLTL_758_PCar_fixed_2,0,0,False
PcarLTL_763_PCar_fixed_1,12,20,True
PcarLTL_811_PCar_fixed_1,0,0,False
PcarLTL_811_PCar_fixed_2,0,0,False
PcarLTL_811_PCar_fixed_3,7,27,True
PcarLTL_811_PCar_fixed_4,0,0,False
PcarLTL_820_PCar_fixed_1,7,28,True
PcarLTL_820_PCar_fixed_2,0,0,False
PcarLTL_830_PCar_fixed_1,0,0,False
PcarLTL_830_PCar_fixed_2,1,17,True
PcarLTL_856_PCar_fixed_1,0,0,False
PcarLTL_856_PCar_fixed_2,0,0,False
PcarLTL_857_PCar_fixed_1,0,0,False
PcarLTL_857_PCar_fixed_2,0,0,False
PcarLTL_860_PCar_fixed_1,0,0,False
PcarLTL_860_PCar_fixed_2,0,0,False
