Specification,NumRepairs,MinNumVariables,Repaired
HumanoidLTLVar3_872_Humanoid_2,0,0.0,False
HumanoidLTL_460_Humanoid_1,0,0.0,False
HumanoidLTL_462_Humanoid_1,0,0.0,False
HumanoidLTL_533_Humanoid_1,6,2.0,True
HumanoidLTL_533_Humanoid_2,4,19.0,True
HumanoidLTL_556_Humanoid_1,1,23.0,True
HumanoidLTL_556_Humanoid_2,0,0.0,False
HumanoidLTL_743_Humanoid_1,0,0.0,False
HumanoidLTL_743_Humanoid_2,0,0.0,False
HumanoidLTL_747_Humanoid_1,0,0.0,False
HumanoidLTL_747_Humanoid_2,0,0.0,False
HumanoidLTL_747_Humanoid_3,0,0.0,False
HumanoidLTL_750_Humanoid_1,0,0.0,False
HumanoidLTL_750_Humanoid_2,0,0.0,False
HumanoidLTL_776_Humanoid_1,0,0.0,False
HumanoidLTL_776_Humanoid_2,0,0.0,False
HumanoidLTL_776_Humanoid_3,0,0.0,False
HumanoidLTL_776_Humanoid_4,0,0.0,False
HumanoidLTL_776_Humanoid_5,0,0.0,False
HumanoidLTL_874_Humanoid_1,0,0.0,False
HumanoidLTL_874_Humanoid_2,0,0.0,False
HumanoidLTL_874_Humanoid_3,0,0.0,False
HumanoidLTL_874_Humanoid_4,0,0.0,False
HumanoidLTL_874_Humanoid_5,0,0.0,False
PCarLTL_Unrealizable_V_20_882_PCar_fixed_1,2,15.0,True
PCarLTL_V_10_866_PCar_fixed_1,0,0.0,False
PCarLTL_V_10_866_PCar_fixed_2,0,0.0,False
PCarLTL_V_10_866_PCar_fixed_3,7,24.0,True
PCarLTL_V_10_866_PCar_fixed_4,0,0.0,False
PCarLTL_V_20_868_PCar_fixed_1,0,0.0,False
PCarLTL_V_20_868_PCar_fixed_2,0,0.0,False
PcarLTL_394_PCar_1,1,9.0,True
PcarLTL_463_PCar_1,1,9.0,True
PcarLTL_464_PCar_fixed_1,1,11.0,True
PcarLTL_552_PCar_1,0,0.0,False
PcarLTL_553_PCar_1,0,0.0,False
PcarLTL_758_PCar_fixed_1,0,0.0,False
PcarLTL_758_PCar_fixed_2,0,0.0,False
PcarLTL_763_PCar_fixed_1,2,15.0,True
PcarLTL_811_PCar_fixed_1,0,0.0,False
PcarLTL_811_PCar_fixed_2,0,0.0,False
PcarLTL_811_PCar_fixed_3,7,24.0,True
PcarLTL_811_PCar_fixed_4,0,0.0,False
PcarLTL_820_PCar_fixed_1,7,26.0,True
PcarLTL_820_PCar_fixed_2,0,0.0,False
PcarLTL_830_PCar_fixed_1,0,0.0,False
PcarLTL_830_PCar_fixed_2,0,0.0,False
PcarLTL_856_PCar_fixed_1,0,0.0,False
PcarLTL_856_PCar_fixed_2,0,0.0,False
PcarLTL_857_PCar_fixed_1,0,0.0,False
PcarLTL_857_PCar_fixed_2,0,0.0,False
PcarLTL_860_PCar_fixed_1,0,0.0,False
PcarLTL_860_PCar_fixed_2,0,0.0,False
