System,Specification,NodesExplored,NumRepairs,MinNumVariables,MaxNumVariables,MinNumAssumptions,MaxNumAssumptions,MinWeakness,Repaired
Gyro,GyroLTL_700_GyroAspect_fixed_2,1,1,10,10,0,0,"(0.9708161616147382, 0.9708161616147382, 1.0, -inf)",True
Gyro,GyroLTL_700_GyroAspect_fixed_3,1,1,10,10,0,0,"(0.898117656249523, 0.8964819132416603, 1.0, -inf)",True
Humanoid,HumanoidLTLVar3_872_Humanoid_1,1,1,4,4,0,0,"(0.957073314528086, 0.957073314528086, 1.0, -inf)",True
Humanoid,HumanoidLTLVar3_872_Humanoid_2,1,1,18,18,0,0,"(nan, nan, nan, nan)",True
Humanoid,HumanoidLTL_460_Humanoid_1,1,1,14,14,0,0,"(0.9999985323811212, 0.9999985323811212, 1.0, -inf)",True
Humanoid,HumanoidLTL_462_Humanoid_1,1,1,17,17,0,0,"(nan, nan, nan, nan)",True
Humanoid,HumanoidLTL_533_Humanoid_1,1,1,12,12,0,0,"(0.9830831501691324, 0.9830831501691324, 1.0, -inf)",True
Humanoid,HumanoidLTL_533_Humanoid_2,1,1,12,12,0,0,"(0.9930997907657302, 0.9930997907657302, 1.0, -inf)",True
Humanoid,HumanoidLTL_556_Humanoid_1,1,1,15,15,0,0,"(0.995495943564175, 0.995495943564175, 1.0, -inf)",True
Humanoid,HumanoidLTL_556_Humanoid_2,1,1,14,14,0,0,"(0.995618193062299, 0.995618193062299, 1.0, -inf)",True
Humanoid,HumanoidLTL_743_Humanoid_1,1,1,12,12,0,0,"(0.9620761983598286, 0.9620761983598286, 1.0, -inf)",True
Humanoid,HumanoidLTL_743_Humanoid_2,1,1,12,12,0,0,"(0.963325137008651, 0.963325137008651, 1.0, -inf)",True
Humanoid,HumanoidLTL_747_Humanoid_1,1,1,2,2,0,0,"(0.9654135417267632, 0.9654135417267632, 1.0, -inf)",True
Humanoid,HumanoidLTL_747_Humanoid_2,1,1,12,12,0,0,"(0.9620761983598286, 0.9620761983598286, 1.0, -inf)",True
Humanoid,HumanoidLTL_747_Humanoid_3,1,1,12,12,0,0,"(0.963325137008651, 0.963325137008651, 1.0, -inf)",True
Humanoid,HumanoidLTL_750_Humanoid_1,1,1,3,3,0,0,"(0.985688362093833, 0.985688362093833, 1.0, -inf)",True
Humanoid,HumanoidLTL_750_Humanoid_2,1,1,12,12,0,0,"(0.9799800476747424, 0.9799800476747424, 1.0, -inf)",True
Humanoid,HumanoidLTL_776_Humanoid_1,1,1,1,1,0,0,"(0.985425799920332, 0.985425799920332, 1.0, -inf)",True
Humanoid,HumanoidLTL_776_Humanoid_2,1,1,20,20,0,0,"(nan, nan, nan, nan)",True
Humanoid,HumanoidLTL_776_Humanoid_3,1,1,19,19,0,0,"(nan, nan, nan, nan)",True
Humanoid,HumanoidLTL_776_Humanoid_4,1,1,15,15,0,0,"(nan, nan, nan, nan)",True
Humanoid,HumanoidLTL_776_Humanoid_5,0,0,0,0,0,0,,False
Humanoid,HumanoidLTL_874_Humanoid_1,1,1,1,1,0,0,"(0.985425799920332, 0.985425799920332, 1.0, -inf)",True
Humanoid,HumanoidLTL_874_Humanoid_2,1,1,20,20,0,0,"(nan, nan, nan, nan)",True
Humanoid,HumanoidLTL_874_Humanoid_3,1,1,19,19,0,0,"(nan, nan, nan, nan)",True
Humanoid,HumanoidLTL_874_Humanoid_4,1,1,15,15,0,0,"(nan, nan, nan, nan)",True
Humanoid,HumanoidLTL_874_Humanoid_5,0,0,0,0,0,0,,False
PCar,PCarLTL_Unrealizable_V_20_882_PCar_fixed_1,1,1,13,13,0,0,"(0.9719521652678292, 0.9719521652678292, 1.0, -inf)",True
PCar,PCarLTL_V_10_866_PCar_fixed_1,0,0,0,0,0,0,,False
PCar,PCarLTL_V_10_866_PCar_fixed_2,0,0,0,0,0,0,,False
PCar,PCarLTL_V_10_866_PCar_fixed_3,1,1,17,17,0,0,"(0.96248736883288, 0.96248736883288, 1.0, -inf)",True
PCar,PCarLTL_V_10_866_PCar_fixed_4,0,0,0,0,0,0,,False
PCar,PCarLTL_V_20_868_PCar_fixed_1,0,0,0,0,0,0,,False
PCar,PCarLTL_V_20_868_PCar_fixed_2,0,0,0,0,0,0,,False
PCar,PcarLTL_394_PCar_1,1,1,8,8,0,0,"(0.8785433995120576, 0.8785433995120576, 1.0, -inf)",True
PCar,PcarLTL_463_PCar_1,1,1,8,8,0,0,"(0.8785433995120576, 0.8785433995120576, 1.0, -inf)",True
PCar,PcarLTL_464_PCar_fixed_1,1,1,10,10,0,0,"(0.961110811025486, 0.961110811025486, 1.0, -inf)",True
PCar,PcarLTL_552_PCar_1,0,0,0,0,0,0,,False
PCar,PcarLTL_553_PCar_1,0,0,0,0,0,0,,False
PCar,PcarLTL_758_PCar_fixed_1,1,1,14,14,0,0,"(0.9462805366745418, 0.9462805366745418, 1.0, -inf)",True
PCar,PcarLTL_758_PCar_fixed_2,1,1,14,14,0,0,"(0.9462805366745418, 0.9462805366745418, 1.0, -inf)",True
PCar,PcarLTL_763_PCar_fixed_1,1,1,13,13,0,0,"(0.9719521652678292, 0.9719521652678292, 1.0, -inf)",True
PCar,PcarLTL_811_PCar_fixed_1,0,0,0,0,0,0,,False
PCar,PcarLTL_811_PCar_fixed_2,0,0,0,0,0,0,,False
PCar,PcarLTL_811_PCar_fixed_3,1,1,17,17,0,0,"(0.96248736883288, 0.96248736883288, 1.0, -inf)",True
PCar,PcarLTL_811_PCar_fixed_4,0,0,0,0,0,0,,False
PCar,PcarLTL_820_PCar_fixed_1,1,1,18,18,0,0,"(nan, nan, nan, nan)",True
PCar,PcarLTL_820_PCar_fixed_2,1,1,19,19,0,0,"(nan, nan, nan, nan)",True
PCar,PcarLTL_830_PCar_fixed_1,1,1,20,20,0,0,"(nan, nan, nan, nan)",True
PCar,PcarLTL_830_PCar_fixed_2,1,1,21,21,0,0,"(nan, nan, nan, nan)",True
PCar,PcarLTL_856_PCar_fixed_1,0,0,0,0,0,0,,False
PCar,PcarLTL_856_PCar_fixed_2,0,0,0,0,0,0,,False
PCar,PcarLTL_857_PCar_fixed_1,0,0,0,0,0,0,,False
PCar,PcarLTL_857_PCar_fixed_2,0,0,0,0,0,0,,False
PCar,PcarLTL_860_PCar_fixed_1,1,1,24,24,0,0,"(nan, nan, nan, nan)",True
PCar,PcarLTL_860_PCar_fixed_2,1,1,22,22,0,0,"(nan, nan, nan, nan)",True
