Filename,NumRepairs,TimeToFirst,Runtime,NodesExplored,DuplicateNodes
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_590_GyroAspect_2.spectra,1.1,0.27603874132037165,0.28555359754245724,2.9,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_590_GyroAspect_3.spectra,5.1,0.8651356673333794,1.265196609031409,13.7,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_590_GyroAspect_4.spectra,1.1,0.16770339899230743,0.17345783114433283,2.1,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_590_GyroAspect_5.spectra,1.1,0.24453806560486555,0.26487630542833357,2.7,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_595_GyroAspect_fixed_1.spectra,1.1,0.23966799867339428,0.25332035440951584,2.1,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_595_GyroAspect_fixed_2.spectra,1.3,0.35994533707853404,0.40101699978113176,2.8,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_595_GyroAspect_fixed_3.spectra,4.5,0.9076778855873272,1.3216015256009996,9.8,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_595_GyroAspect_fixed_4.spectra,1.4,0.38217788632027805,0.41037323789205404,2.5,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_637_GyroAspect_fixed_1.spectra,1.3,0.30936190627980975,0.3479985100682824,2.7,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_637_GyroAspect_fixed_2.spectra,0.0,,0.21064005650114265,2.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_637_GyroAspect_fixed_3.spectra,0.7,0.5470801280212721,0.5198858753312379,1.7,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_700_GyroAspect_fixed_1.spectra,1.3,0.3957648150390014,0.44420796174090355,3.2,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_700_GyroAspect_fixed_2.spectra,0.0,,0.22652425800915804,2.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/GyroLTL_700_GyroAspect_fixed_3.spectra,1.5,0.5999850246848332,0.6582871486432851,2.8,0.0
inputs-interpolation/SYNTECH15-1UNREAL/HumanoidLTL_460_Humanoid_1.spectra,1.3,1.2521041847532615,1.2651050096843393,11.7,0.0
inputs-interpolation/SYNTECH15-1UNREAL/HumanoidLTL_462_Humanoid_1.spectra,1.3,4.738824520725757,4.763151327706874,21.6,0.0
inputs-interpolation/SYNTECH15-1UNREAL/HumanoidLTL_533_Humanoid_1.spectra,0.0,,0.23942765940446403,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/HumanoidLTL_533_Humanoid_2.spectra,0.0,,0.25278474304359405,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/HumanoidLTL_556_Humanoid_1.spectra,0.4,0.6882181599503383,0.6088146053021773,1.4,0.0
inputs-interpolation/SYNTECH15-1UNREAL/HumanoidLTL_556_Humanoid_2.spectra,1.0,0.7193875426659361,0.7195547204697504,2.8,0.0
inputs-interpolation/SYNTECH15-1UNREAL/HumanoidLTL_743_Humanoid_1.spectra,1.0,0.4677965832874179,0.46794417351484296,2.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/HumanoidLTL_743_Humanoid_2.spectra,3.8,0.5460007247980684,1.2472792247775941,7.4,0.0
inputs-interpolation/SYNTECH15-1UNREAL/HumanoidLTL_747_Humanoid_1.spectra,1.1,0.2669702404411509,0.2743422236293554,2.1,0.0
inputs-interpolation/SYNTECH15-1UNREAL/HumanoidLTL_747_Humanoid_2.spectra,1.0,0.4678458832204342,0.4679858707357198,2.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/HumanoidLTL_747_Humanoid_3.spectra,0.9,2.6321998604689725,2.8789355244021864,10.3,0.0
inputs-interpolation/SYNTECH15-1UNREAL/HumanoidLTL_750_Humanoid_1.spectra,1.1,0.281509374640882,0.29269148455932736,2.1,0.0
inputs-interpolation/SYNTECH15-1UNREAL/HumanoidLTL_750_Humanoid_2.spectra,1.0,6.432095983275213,6.432276878179982,2.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/PCarLTL_Unrealizable_V_20_882_PCar_fixed_1.spectra,0.0,,0.16892660262528802,2.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/PcarLTL_394_PCar_1.spectra,1.0,0.16466776002198455,0.1648334099212661,2.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/PcarLTL_463_PCar_1.spectra,1.0,0.14997780404519284,0.15014203642494975,2.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/PcarLTL_464_PCar_fixed_1.spectra,1.0,0.2439881099388003,0.24412626069970425,2.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/PcarLTL_553_PCar_1.spectra,0.5,11.217489021783695,5.671858171955682,49.3,0.4
inputs-interpolation/SYNTECH15-1UNREAL/PcarLTL_758_PCar_fixed_1.spectra,0.0,,0.12032203171402214,1.0,0.0
inputs-interpolation/SYNTECH15-1UNREAL/PcarLTL_758_PCar_fixed_2.spectra,5.6,4.547087575402111,7.01954467787873,63.6,0.0
inputs-interpolation/SYNTECH15-1UNREAL/PcarLTL_763_PCar_fixed_1.spectra,0.0,,0.15396742955781514,1.8,0.0
inputs-interpolation/SYNTECH15-UNREAL/ColorSortLTL3_689_ColorSort_fixed_unrealizable.spectra,0.0,,1.2761569126043468,1.0,0.0
inputs-interpolation/SYNTECH15-UNREAL/GyroUnrealizable_Var1_710_GyroAspect_unrealizable.spectra,1.2,0.17625626781955359,0.19366321354173122,2.5,0.0
inputs-interpolation/SYNTECH15-UNREAL/GyroUnrealizable_Var2_710_GyroAspect_unrealizable.spectra,0.8,0.2287835753813851,0.25570671381428833,2.3,0.0
inputs-interpolation/SYNTECH15-UNREAL/HumanoidLTL_458_Humanoid_fixed_unrealizable.spectra,1.1,0.2206619929987937,0.23639835249632596,2.6,0.0
inputs-interpolation/SYNTECH15-UNREAL/HumanoidLTL_531_Humanoid_unrealizable.spectra,0.0,,7.028313084156252,1.0,0.0
inputs-interpolation/SYNTECH15-UNREAL/HumanoidLTL_713_Humanoid_unrealizable.spectra,1.6,1.2773482647491619,1.3287719848798587,8.7,0.0
inputs-interpolation/SYNTECH15-UNREAL/HumanoidLTL_741_Humanoid_unrealizable.spectra,0.0,,0.3493987892288714,1.0,0.0
inputs-interpolation/SYNTECH15-UNREAL/HumanoidLTL_742_Humanoid_unrealizable.spectra,1.0,0.2183281013043597,0.21847555174026634,2.0,0.0
inputs-interpolation/SYNTECH15-UNREAL/HumanoidLTL_NotRealizable2_879_Humanoid_unrealizable.spectra,1.6,1.2178018068894745,1.283067977288738,8.7,0.0
inputs-interpolation/SYNTECH15-UNREAL/HumanoidLTL_NotRealizable2_884_Humanoid_unrealizable.spectra,1.6,1.2396536777960137,1.3136945738457144,8.8,0.0
inputs-interpolation/SYNTECH15-UNREAL/PCarLTL_Unrealizable_V_2_unrealizable0_888_PCar_fixed_unrealizable.spectra,0.0,,0.16049641643185164,1.4,0.0
