System,Specification,NodesExplored,NumRepairs,MinNumVariables,MaxNumVariables,MinNumAssumptions,MaxNumAssumptions,Repaired
Humanoid,HumanoidLTL_533_Humanoid_1,2,1,1.0,1.0,1.0,1.0,True
Humanoid,HumanoidLTL_533_Humanoid_2,2,0,,,,,False
Humanoid,HumanoidLTL_556_Humanoid_1,2,0,,,,,False
Humanoid,HumanoidLTL_556_Humanoid_2,2,1,1.0,1.0,1.0,1.0,True
Humanoid,HumanoidLTL_743_Humanoid_1,2,1,1.0,1.0,1.0,1.0,True
Humanoid,HumanoidLTL_743_Humanoid_2,2,0,,,,,False
Humanoid,HumanoidLTL_747_Humanoid_1,3,2,1.0,1.0,1.0,1.0,True
Humanoid,HumanoidLTL_747_Humanoid_2,2,1,1.0,1.0,1.0,1.0,True
Humanoid,HumanoidLTL_747_Humanoid_3,2,0,,,,,False
Humanoid,HumanoidLTL_750_Humanoid_1,3,2,1.0,1.0,1.0,1.0,True
Humanoid,HumanoidLTL_750_Humanoid_2,2,0,,,,,False
Humanoid,HumanoidLTL_776_Humanoid_1,3,2,1.0,1.0,1.0,1.0,True
Humanoid,HumanoidLTL_776_Humanoid_2,2,1,1.0,1.0,1.0,1.0,True
Humanoid,HumanoidLTL_776_Humanoid_3,2,0,,,,,False
Humanoid,HumanoidLTL_776_Humanoid_4,2,0,,,,,False
Humanoid,HumanoidLTL_776_Humanoid_5,1,1,,,,,True
Humanoid,HumanoidLTL_874_Humanoid_1,3,2,1.0,1.0,1.0,1.0,True
Humanoid,HumanoidLTL_874_Humanoid_2,2,1,1.0,1.0,1.0,1.0,True
Humanoid,HumanoidLTL_874_Humanoid_3,2,0,,,,,False
Humanoid,HumanoidLTL_874_Humanoid_4,2,0,,,,,False
Humanoid,HumanoidLTL_874_Humanoid_5,1,1,,,,,True
PCar,PCarLTL_Unrealizable_V_20_882_PCar_fixed_1,2,0,,,,,False
PCar,PCarLTL_V_10_866_PCar_fixed_1,3,0,,,,,False
PCar,PCarLTL_V_10_866_PCar_fixed_2,3,0,,,,,False
PCar,PCarLTL_V_10_866_PCar_fixed_3,3,0,,,,,False
PCar,PCarLTL_V_10_866_PCar_fixed_4,3,0,,,,,False
PCar,PCarLTL_V_20_868_PCar_fixed_1,2,0,,,,,False
PCar,PCarLTL_V_20_868_PCar_fixed_2,2,0,,,,,False
PCar,PcarLTL_394_PCar_1,2,0,,,,,False
PCar,PcarLTL_463_PCar_1,2,0,,,,,False
PCar,PcarLTL_464_PCar_fixed_1,7,2,4.0,6.0,2.0,2.0,True
PCar,PcarLTL_552_PCar_1,7,1,5.0,5.0,2.0,2.0,True
PCar,PcarLTL_553_PCar_1,12,1,5.0,5.0,2.0,2.0,True
PCar,PcarLTL_758_PCar_fixed_1,2,1,1.0,1.0,1.0,1.0,True
PCar,PcarLTL_758_PCar_fixed_2,7,1,5.0,5.0,2.0,2.0,True
PCar,PcarLTL_763_PCar_fixed_1,9,1,5.0,5.0,3.0,3.0,True
PCar,PcarLTL_811_PCar_fixed_1,2,0,,,,,False
PCar,PcarLTL_811_PCar_fixed_2,2,0,,,,,False
PCar,PcarLTL_811_PCar_fixed_3,3,1,2.0,2.0,2.0,2.0,True
PCar,PcarLTL_811_PCar_fixed_4,2,0,,,,,False
PCar,PcarLTL_820_PCar_fixed_1,3,1,2.0,2.0,2.0,2.0,True
PCar,PcarLTL_820_PCar_fixed_2,4,1,5.0,5.0,3.0,3.0,True
PCar,PcarLTL_830_PCar_fixed_1,3,0,,,,,False
PCar,PcarLTL_830_PCar_fixed_2,3,0,,,,,False
PCar,PcarLTL_856_PCar_fixed_1,1,0,,,,,False
PCar,PcarLTL_856_PCar_fixed_2,2,0,,,,,False
PCar,PcarLTL_857_PCar_fixed_1,2,0,,,,,False
PCar,PcarLTL_857_PCar_fixed_2,2,0,,,,,False
PCar,PcarLTL_860_PCar_fixed_1,6,0,,,,,False
PCar,PcarLTL_860_PCar_fixed_2,2,0,,,,,False
